cell_index,cell_mass_g_cm2,squared_l2_excess,squared_mass_norm_excess
47,2.9626328832919313,0.061993209172980714,0.00031364010922211433
48,3.096877934582224,0.05437342815894108,0.00028755468106161377
49,3.09687793458221,0.04490525456704408,0.00023748210462785633
50,3.0968779345822384,0.03706044695056105,0.0001959947232261662
51,3.096877934582224,0.030513393095019704,0.00016137053183215948
52,3.09687793458221,0.025408043748741248,0.00013437081611282153
53,3.0968779345822384,0.021809600665132014,0.00011534039650784747
54,3.096877934582224,0.019789215928620704,0.00010465556187077012
55,3.096877934582224,0.01944241713465388,0.00010282151130658321
56,3.09687793458221,0.020923350756811978,0.00011065345072648237
57,3.0968779345822384,0.034015320208843305,0.0001798905252997963
58,3.8053024097986565,0.02528460118248936,0.00016430656737168823
59,3.8053024097986565,0.009339247045073676,6.068909739715187e-05
60,3.873025034696994,0.0033816485553178144,2.236600478873476e-05
61,3.873025034696994,0.00044639754819570846,2.9524445066664656e-06
62,3.873025034697008,-0.00010475045464243242,-6.928127307820162e-07
63,3.8730250346969797,1.105391104119156e-05,7.310985255778675e-08
64,3.873025034697008,9.79700092327011e-05,6.479673034636373e-07
65,3.8730250346969797,-7.517302008643098e-05,-4.971894919691763e-07
66,3.8730250346969797,-0.00018487163643117198,-1.2227290441576376e-06
67,3.873025034697008,0.0012116839022827868,8.013998946836969e-06
68,3.9817423663122895,0.0034401767421156867,2.3391795050694127e-05
69,3.9817423663122895,0.01845747680504068,0.0001255032944356593
70,4.661396517496229,0.011420133992143696,9.090690781217649e-05
71,4.661396517496257,-0.00040407395612544403,-3.2165221444921214e-06
72,4.661396517496257,-0.0003976638324049972,-3.1654960771517393e-06
73,4.661396517496229,0.0006857639002379627,5.4588392485357325e-06
74,4.661396517496229,0.0014913158419850698,1.1871219011916936e-05
75,4.661396517496257,0.0013567868893316047,1.080033743510272e-05
76,4.661396517496229,0.00034435179596244695,2.741119937126013e-06
77,4.661396517496229,-0.001074651957002484,-8.55447812193854e-06
78,4.661396517496257,-0.0020330618702126472,-1.6183642690971667e-05
79,4.661396517496257,0.004682647631923951,3.727495814716914e-05
80,5.072605060923621,0.004577688489858853,3.965399295293436e-05
81,5.0726050609236495,0.0060712282058473545,5.25917045302818e-05
82,5.541266998395798,-0.0007250323787448509,-6.860821449168096e-06
83,5.54126699839577,-0.002608784722602236,-2.4686354300585063e-05
84,5.541266998395827,0.0013363761025826752,1.264583223804064e-05
85,5.541266998395798,0.004961559989561337,4.695014760119553e-05
86,5.54126699839577,0.006448303149305379,6.1018870128365964e-05
87,5.541266998395798,0.004873885135569663,4.6120499800003405e-05
88,5.541266998395827,0.00031697878555614903,2.999500318371591e-06
89,5.541266998395798,-0.00557338002819821,-5.2739665651930614e-05
90,5.541266998395798,-0.009301915941433054,-8.802197843884327e-05
91,5.541266998395798,0.035922402485552764,0.00033992576980518746
92,6.913171598689246,0.008740301551047621,0.00010318424536414258
93,6.913171598689246,-0.006170218398683702,-7.284294774976204e-05
94,6.965393532192536,0.012753664576326023,0.0001517016441610496
95,6.965393532192479,0.038562412007505015,0.000458690227373024
96,6.965393532192479,0.05476738754840075,0.0006514443505845371
97,6.965393532192536,0.059465820944575976,0.0007073310384392652
98,6.965393532192536,0.05030356143192415,0.0005983482575309799
99,6.965393532192479,0.02835059283045472,0.0003372231972686364
100,6.96672092933494,0.00032468828451672003,3.862821778685003e-06
101,6.9667209293348265,-0.00563695396258171,-6.706293257397684e-05
102,8.577283709691528,-0.02143764165057298,-0.00031400489701809023
103,8.577283709691528,0.045999460432056195,0.0006737707473279584
104,8.577283709691528,0.10342493338822492,0.0015149024359591534
105,8.577283709691585,0.1400874387190309,0.002051911422230622
106,8.577283709691585,0.15071338974565163,0.0022075535731826204
107,8.577283709691528,0.13753746199002886,0.0020145609900683367
108,8.577283709691528,0.10297115842492027,0.0015082558298191513
109,8.577283709691585,0.014937394786367755,0.00021879342831008806
110,9.267164384313276,0.022811170394619423,0.00036099740001991547
111,9.267164384313332,0.020140983851328613,0.00031874045383869403
112,9.96596287763748,0.059666569001525054,0.0010154533324559345
113,9.965962877637537,0.16049957622067088,0.002731509993927766
114,9.965962877637537,0.18536510955567315,0.003154691502616107
115,9.96596287763748,0.18450684466615033,0.0031400848651509184
116,9.96596287763748,0.16565652021048746,0.0028192749860729174
117,9.965962877637537,0.11702402851434547,0.001991608395134531
118,10.207178219104037,0.10368191149093206,0.0018072504087980783
119,10.207178219104094,0.05030874157476951,0.0008769176076105754
120,11.10210311924692,0.09443703887500864,0.0017904296306988103
121,11.102103119246863,0.1565982141732721,0.002968941912096962
122,11.102103119246863,0.16029828022454534,0.0030390913785844744
123,11.102103119246863,0.15233709596822184,0.002888155470832855
124,11.102103119246863,0.14182853007436597,0.002688923813671171
125,11.102103119246863,0.13313762577371974,0.002524153160516326
126,11.102103119246863,0.12771837465028338,0.002421409704101515
127,11.102103119246863,0.12655714241593946,0.0023993939290914193
